No,name,region,address,경도,위도,상태
313,의성 제오리 공룡발자국화석 산지,경북 의성군,경상북도 의성군 금성면 공룡로 179-18,128.695547678054,36.2860507966663,정좌표
314,기청산식물원,경북 포항시,경상북도 포항시 북구 청하면 청하로175번길 50,129.333111373981,36.1957692908406,정좌표
315,체화정,경북 안동시,경상북도 안동시 풍산읍 풍산태사로 1123-10,128.578251162586,36.5790388099153,정좌표
316,안동 법흥사지 칠층전탑,경북 안동시,경상북도 안동시 법흥동 8-1,128.746383175153,36.5660063331357,정좌표
317,감빛고을,경북 청도군,경상북도 청도군 금천면 소천길 193,128.900652112944,35.7235422310167,정좌표
318,문경새재 오픈세트장,경북 문경시,경상북도 문경시 문경읍 새재로 932,128.076991354842,36.7616059573148,정좌표
319,연미사(안동),경북 안동시,경상북도 안동시 제비원로 672,128.706147368186,36.6062684605158,정좌표
320,양떡마을 음떡마을,경북 울진군,경상북도 울진군 온정면 온정3길 84,129.344430835589,36.7084950787601,정좌표
321,도산온천,경북 안동시,경상북도 안동시 도산면 온천로 570,128.82044038094,36.750886637956,정좌표
323,영덕 부경온천,경북 영덕군,경상북도 영덕군 남정면 부경온천길 80,129.366207952218,36.2693145279058,정좌표
324,금봉자연휴양림,경북 의성군,경상북도 의성군 옥산면 휴양림길 114,128.874745088745,36.3313863615749,정좌표
325,죽림사(포항),경북 포항시,경상북도 포항시 북구 탑산길10번길 11-4,129.358143956052,36.036558883383,정좌표
327,가평리 계서당(성이성 생가),경북 봉화군,경상북도 봉화군 물야면 계서당길 24,128.73412799713,36.9493688253341,정좌표
328,신흥사(상주),경북 상주시,경상북도 상주시 화북면 중벌2길 32,127.833008227737,36.6025623040365,정좌표
329,연동어촌체험마을,경북 경주시,경상북도 경주시 감포읍 연동길 38-1,129.519652533156,35.8378418355658,정좌표
330,유금사(영덕),경북 영덕군,경상북도 영덕군 병곡면 유금길 213-26,129.365343530476,36.645692855911,정좌표
331,문경 관광특구,경북 문경시,경상북도 문경시 문경읍 새재로 932,128.076991354842,36.7616059573148,정좌표
333,안흥사(경산),경북 경산시,경상북도 경산시 남매로 86,128.74382601863,35.818285423493,정좌표
334,장수조이월드,경북 영주시,경상북도 영주시 장수면 충효로2032번길 46,128.561363698406,36.765281886646,정좌표
335,월포해수욕장,경북 포항시,경상북도 포항시 북구 청하면 해안로2308번길,129.369597415501,36.1985310082996,인근좌표
336,존애원,경북 상주시,경상북도 상주시 청리면 율리1길 5,128.118038217714,36.3550052988666,정좌표
337,신광온천,경북 포항시,경상북도 포항시 북구 신광면 기반길 8,129.276914362711,36.1625484485209,정좌표
339,청송 자연휴양림 퇴적층 (청송 국가지질공원),경북 청송군,경상북도 청송군 부남면 청송로 3478-96,129.05376265388,36.3179078590492,정좌표
340,성류굴,경북 울진군,경상북도 울진군 근남면 성류굴로 225,129.379117307084,36.9559536413814,정좌표
341,수도리 전통마을,경북 영주시,경상북도 영주시 문수면 무섬로234번길 31-12,128.62172562892,36.7310483033735,정좌표
342,축서사(봉화),경북 봉화군,경상북도 봉화군 물야면 월계길 739,128.799818349974,36.9815830877611,정좌표
343,포항 마북리 느티나무,경북 포항시,경상북도 포항시 북구 신광면 마북리 90,129.254406204197,36.1838536964292,정좌표
344,개경포공원,경북 고령군,경상북도 고령군 개진면 개경포로 681,128.358468234759,35.7100356277318,정좌표
345,안동 장승공원,경북 안동시,경상북도 안동시 풍천면 전서로 159,128.530646331732,36.5517972789183,정좌표
346,나정고운모래해변,경북 경주시,경상북도 경주시 감포읍 동해안로 1915,129.492720086871,35.7789333939982,정좌표
347,꿀벌나라테마공원,경북 칠곡군,경상북도 칠곡군 석적읍 강변대로 1580-1,128.405648759418,36.0174900894488,정좌표
348,경북 상주 함창·이안·공검 [슬로시티],경북 상주시,경상북도 상주시 함창읍 함창중앙로 135,128.179449583268,36.5701763758733,정좌표
351,성덕대왕신종,경북 경주시,경상북도 경주시 일정로 186,129.229026699915,35.828844863391,정좌표
352,송림사(칠곡),경북 칠곡군,경상북도 칠곡군 동명면 송림길 73,128.577868282259,35.9822591042994,정좌표
354,마우나오션리조트 스파,경북 경주시,경상북도 경주시 양남면 동남로 982,129.373744942104,35.6936566892232,정좌표
357,경주 남산 신선암 마애보살반가상,경북 경주시,경상북도 경주시 남산동 산36-4,129.234007705728,35.7785117023044,정좌표
358,의성 탑리리 오층석탑,경북 의성군,경상북도 의성군 금성면 오층석탑길 5-3,128.683385799159,36.2549055836855,정좌표
359,화랑마을,경북 경주시,경상북도 경주시 석현로 123,129.181171742881,35.8587627709344,정좌표
360,경주 정혜사지 십삼층석탑,경북 경주시,경상북도 경주시 안강읍 옥산서원길 327-4,129.158305284084,36.0183990249569,정좌표
361,고령 신촌숲,경북 고령군,경상북도 고령군 쌍림면 신촌길 39-5,128.185478671797,35.6740740753466,정좌표
362,로보라이프 뮤지엄,경북 포항시,경상북도 포항시 남구 지곡로 39,129.326754475882,36.0105703272928,정좌표
366,포항 독수리바위,경북 포항시,경상북도 포항시 남구 호미곶면 구만길 226,129.557257866247,36.0849483798977,정좌표
367,황성공원,경북 경주시,경상북도 경주시 용담로 79-41,129.21278325609,35.8637330312215,인근좌표
368,송대말 등대,경북 경주시,경상북도 경주시 감포읍 감포로 226-19,129.511466065812,35.8078111725886,정좌표
370,안동 하회촌,경북 안동시,경상북도 안동시 풍천면 전서로 214-6,128.527629872719,36.5494997801004,정좌표
373,지례예술촌,경북 안동시,경상북도 안동시 임동면 지례예술촌길 427,128.94964959202,36.5096341694777,정좌표
374,초암사(영주),경북 영주시,경상북도 영주시 순흥면 죽계로315번길 330,128.526562158112,36.944020752243,정좌표
375,풍기인견 홍보전시관,경북 영주시,경상북도 영주시 봉현면 신재로 846,128.530733455775,36.8629225693548,정좌표
376,심원사(성주),경북 성주군,경상북도 성주군 수륜면 가야산식물원길 17-56,128.13563822576,35.8006796175807,정좌표
