title,location,Latitude,Longitude,stars,key_words
태기산,강원 횡성군 둔내면 화동리 태기산,37.5706742,128.2329124,3.9,"['재미있는', '아늑한', '이국적', '웅장한', '몽환적인', '계곡', '캠핑', '풍력발전소', '일몰', '목장', '경치', '산행', '드라이브', '등산', '힐링']"
가리산,강원 홍천군 두촌면 가리산길 260-9,37.8543375,127.9986807,4.1,"['재미있는', '호젓한', '조그마한', '깨끗한', '편안한', '계곡', '휴양림', '모노레일', '막국수', '폭포', '휴식', '경치', '산행', '등산', '레포츠']"
갈남항,강원 삼척시 원덕읍 갈남리,37.262955,129.3208155,4.23,"['아담한', '깨끗한', '이국적', '소박한', '평화로운', '투명카누', '해변', '스노클링', '항구', '캠핑', '숨은', '경치', '드라이브', '힐링', '가족여행']"
오션월드,강원 홍천군 서면 한치골길 262,37.6466335,127.6813286,4.4,"['재미있는', '화려한', '편안한', '쾌적한', '깨끗한', '수영장', '유수풀', '온천', '파도풀', '워터파크', '가족여행', '비오는날', '온천여행', '휴식', '나들이']"
맹방해수욕장,강원 삼척시 근덕면,37.3792207,129.2258038,4.19,"['호젓한', '조그마한', '깨끗한', '화려한', '편안한', '조개잡기', '해변', '캠핑', '카라반', '유채꽃', '갯벌체험', '드라이브', '경치', '힐링', '나들이']"
덕풍계곡,강원 삼척시 가곡면 풍곡리,37.0918635,129.1583381,4.21,"['근사한', '깨끗한', '편안한', '웅장한', '신비한', '계곡', '트래킹', '휴양림', '폭포', '캠핑', '경치', '촬영지', '산행', '등산', '휴식']"
방태산자연휴양림,강원 인제군 기린면 방태산길 377,37.9277833,128.3954116,4.38,"['소박한', '깨끗한', '호젓한', '쾌적한', '편안한', '계곡', '캠핑', '휴양림', '산책', '폭포', '드라이브', '가을여행', '등산', '단풍구경', '단풍여행']"
동강전망자연휴양림,강원 정선군 신동읍 고성리 산17,37.2580294,128.6052007,3.83,"['전망대', '오토캠핑', '캠핑', '휴양림', '모노레일', '경치', '힐링', '등산']"
청태산자연휴양림,강원 횡성군 둔내면 청태산로 610,37.5228883,128.2906779,4.47,"['청량한', '호젓한', '친절한', '편안한', '깨끗한', '계곡', '캠핑', '휴양림', '산림욕장', '산책', '경치', '가족여행', '산행', '힐링', '등산']"
민둥산,강원 정선군 남면 무릉리,37.2540288,128.782732,4.23,"['낭만적인', '깨끗한', '화려한', '편안한', '운치있는', '막걸리', '억새', '트래킹', '라이딩', '갈대', '경치', '기차여행', '가을여행', '등산', '야간산행']"
선돌,강원 영월군 영월읍 방절리 산122,37.2053558,128.4343412,3.77,"['신비스러운', '깨끗한', '재미있는', '웅장한', '고즈넉한', '시장', '전망대', '휴양림', '닭강정', '동굴', '경치', '힐링', '등산', '산행', '촬영지']"
이사부사자공원,강원 삼척시 수로부인길 333 이사부사자공원,37.4747602,129.1594067,3.77,"['아늑한', '아담한', '재미있는', '신비한', '깨끗한', '공원', '해변', '썰매장', '동굴', '썰매', '힐링', '경치', '나들이', '드라이브', '가족여행']"
거진항,강원 고성군 거진읍 거진리,38.4467984,128.453987,4.33,"['아늑한', '활기찬', '아담한', '깨끗한', '평온한', '시장', '도루묵', '해변', '항구', '횟집', '갯벌체험', '드라이브', '경치', '싱싱한', '힐링']"
두타연,강원 양구군 방산면 고방산리 1024,38.2722018,127.9956157,4.58,"['재미있는', '호젓한', '깨끗한', '화려한', '소박한', '전망대', '계곡', '트래킹', '공원', '폭포', '경치', '단풍여행', '힐링', '등산', '기차여행']"
천진해수욕장,강원 고성군 토성면 천진리,38.2571139,128.5514248,3.75,"['깨끗한', '분위기좋은', '심플한', '평화로운', '시끌시끌한', '물회', '해변', '전망대', '횟집', '대게', '가족여행', '경치', '힐링', '드라이브', '핫플레이스']"
아우라지,강원 정선군 여량면 여량5리,37.4612086,128.7528827,4.25,"['재미있는', '깨끗한', '운치있는', '편안한', '웅장한', '야경', '계곡', '레일바이크', '동굴', '뗏목', '가족여행', '경치', '드라이브', '힐링', '기차여행']"
Farm11,강원 양양군 서면 원당골길 42,38.0666247,128.573787,4.55,"['재미있는','편안한','조용한',농장','빵집','체험학습',가족여행','카페']"
젊은달와이파크,강원 영월군 주천면 송학주천로 1467-9,37.2739181,128.2690671,4.48,"['조용한', '편안한','미술관','아트','카페']"
권금성,강원 속초시 설악동,38.1681813,128.4769101,4.33,"['이국적', '화려한', '편안한', '웅장한', '신비한', '폭포', '전망대', '케이블카', '계곡', '국립공원', '경치', '산행', '등산', '단풍구경', '유물']"
남애항,강원 양양군 현남면 매바위길 138,37.944739,128.7865597,4.08,"['아담한', '고즈넉한', '화려한', '편안한', '깨끗한', '시장', '해변', '전망대', '횟집', '항구', '가족여행', '경치', '싱싱한', '드라이브', '촬영지']"
치악산,강원 원주시 소초면 무쇠점2길 26,37.4140207,128.0503654,4.33,"['재미있는', '깨끗한', '화려한', '편안한', '웅장한', '전망대', '계곡', '캠핑', '폭포', '국립공원', '경치', '산행', '드라이브', '등산', '휴식']"
정동진레일바이크,강원 강릉시 강동면 정동역길 17,37.6911646,129.0330457,4.33,"['재미있는', '이국적', '바다열차', '해변', '박물관', '레일바이크', '철길', '가족여행', '경치', '데이트', '드라이브', '휴식']"
영랑호,강원 속초시 장사동,38.2120061,128.5506799,4.5,"['재미있는', '웅장한', '카누', '공원', '전망대', '호수', '산책', '가족여행', '경치', '데이트', '드라이브', '휴식']"
직탕폭포,강원 철원군 동송읍 장흥리 직탕폭포,38.2096834,127.2657283,4.75,"['재미있는', '깨끗한', '신비로운', '웅장한', '평화로운', '폭포', '번지점프', '매운탕', '다슬기', '계곡', '나들이', '경치', '드라이브', '산행', '힐링']"
가리왕산자연휴양림,강원 정선군 정선읍 가리왕산로 707,37.4222352,128.5753619,4.25,"['소박한', '깨끗한', '멋스러운', '편안한', '쾌적한', '계곡', '오토캠핑', '휴양림', '시장', '동굴', '가족여행', '경치', '힐링', '등산', '산행']"
노동당사,강원 철원군 철원읍 관전리,38.2495782,127.2008922,4.25,"['재미있는', '깨끗한', '화려한', '옛모습', '평화로운', '폭포', '라이딩', '전망대', '일몰', '캠핑', '경치', '산행', '휴식', '등산', '촬영지']"
영진해변,강원 강릉시 연곡면,37.8597587,128.8368017,4.17,"['낭만적인', '깨끗한', '조그마한', '편안한', '평화로운', '커피거리', '해변', '보리밥', '횟집', '대게', '가족여행', '힐링', '경치', '드라이브', '촬영지']"
삼척해수욕장,강원 삼척시 교동 삼척해수욕장,37.4683333,129.1691667,4.25,"['평온한', '깨끗한', '이국적', '프라이빗', '편안한', '바다열차', '해변', '캠핑', '스노클링', '횟집', '갯벌체험', '힐링', '경치', '싱싱한', '드라이브']"
강릉항,강원 강릉시 창해로14번길 51-26,37.772669,128.9512961,4,"['재미있는', '조그마한', '깨끗한', '멋스러운', '근사한', '커피거리', '해변', '유람선', '항구', '횟집', '가족여행', '낚시체험', '싱싱한', '힐링', '경치']"
별마로천문대,강원 영월군 영월읍 천문대길 397,37.199054,128.4861254,4.34,"['낭만적인', '재미있는', '편안한', '쾌적한', '깨끗한', '천문대', '패러글라이딩', '전망대', '활공장', '야경', '체험관', '경치', '촬영지', '등산', '휴식']"
테디베어팜,강원 속초시 학사평2길 16,38.205581,128.5151377,4.23,"['재미있는', '이국적', '아기자기', '화려한', '작은규모', '테디베어', '미술관', '시장', '캠핑', '박물관', '가족여행', '데이트', '힐링', '등산', '나들이']"
묵호항,강원 동해시 묵호진동,37.5558816,129.1145348,4.22,"['재미있는', '아기자기', '화려한', '소박한', '깨끗한', '오징어회', '벽화마을', '횟집', '수산시장', '대게', '가족여행', '경치', '싱싱한', '드라마촬영지', '기차여행']"
용화산자연휴양림,강원 춘천시 사북면 사여골길 294,38.0113477,127.7603378,4.42,"['아늑한', '아담한', '호젓한', '고급진', '깨끗한', '계곡', '캠핑', '휴양림', '산림욕장', '암벽', '경치', '산행', '가족여행', '등산', '휴식']"
흔들바위,강원 속초시 설악산로 833,38.1630004,128.5454229,4.23,"['계곡', '트래킹', '케이블카', '산책', '국립공원', '산행', '등산']"
미천골자연휴양림,강원 양양군 서면 미천골길 115,37.9490192,128.5118119,4.47,"['근사한', '깨끗한', '화려한', '편안한', '청량한', '계곡', '캠핑', '휴양림', '국립공원', '폭포', '드라이브', '경치', '힐링', '등산', '산행']"
다이나믹메이즈 속초,강원 속초시 원암학사평길 88,38.2054519,128.5171931,4.28,"['재미있는', '미로', '미술관', '해변', '테마파크', '동굴', '신선한', '데이트']"
용평리조트 발왕산 관광케이블카,강원 평창군 대관령면 용산리 99,37.6334784,128.6641565,4.63,"['재미있는','근사한','휴양지','리조트','케이블 카']"
백도해수욕장,강원 고성군 죽왕면 문암진리 19-22,38.3027743,128.5421096,4.23,"['아담한', '깨끗한', '이국적', '근사한', '웅장한', '물회', '해변', '캠핑', '시장', '바다낚시', '갯벌체험', '가족여행', '경치', '추억여행', '휴식']"
정암해수욕장,강원 양양군 강현면 정암리,38.1417006,128.6074802,4.23,"['조그마한', '멋스러운', '깨끗한', '시장', '튀김골목', '해변', '캠핑', '닭강정', '갯벌체험', '나들이', '경치', '드라이브', '휴식']"
하늬라벤더팜,강원 고성군 간성읍 꽃대마을길 175,38.3486203,128.4149391,4.23,"['화사한', '목가적인', '이국적', '편안한', '아기자기', '메밀꽃밭', '전망대', '해변', '캠핑', '농장', '가족여행', '축제행사', '힐링', '드라이브', '나들이']"
대관령자연휴양림,강원 강릉시 성산면 삼포암길 133,37.7144152,128.7848205,4.4,"['재미있는', '호젓한', '포근한', '웅장한', '깨끗한', '계곡', '캠핑', '휴양림', '목장', '산림욕장', '경치', '산행', '힐링', '등산', '가족여행']"
가리왕산,강원 정선군 정선읍,37.3797668,128.6616588,4.23,"['깨끗한', '화려한', '편안한', '신비한', '고즈넉한', '계곡', '휴양림', '스키장', '동굴', '폭포', '체험관', '경치', '산행', '등산', '휴식']"
가리산자연휴양림,강원 홍천군 두촌면 가리산길 426,37.865235,127.9824687,3.96,"['재미있는', '편안한', '깨끗한', '계곡', '게임장', '캠핑', '휴양림', '짚라인', '가족여행', '산행', '힐링', '등산', '레포츠']"
춘천의암호스카이워크,강원 춘천시 칠전동 468-1,37.8453741,127.6778665,4.39,"['재미있는', '깨끗한', '이국적', '편안한', '작은규모', '카누', '하늘자전거', '라이딩', '자전거코스', '자전거도로', '나들이', '경치', '커플여행', '드라이브', '등산']"
쏠비치 양양 오션플레이,강원 양양군 손양면 선사유적로 678,38.0879183,128.6657476,4.15,"['아담한', '닥터피쉬', '치킨', '온천', '수영장', '워터파크', '경치', '비오는날', '휴식', '사진찍기']"
사천진해수욕장,강원 강릉시 사천면 사천진리,37.8435195,128.8684982,4.23,"['친절함', '분위기좋은', '깨끗한', '이국적', '화려한', '물회', '해변', '스노클링', '횟집', '캠핑', '경치', '싱싱한', '힐링', '데이트', '촬영지']"
바람의언덕,강원 태백시 창죽동 9-440,37.236246,128.9587665,4,"['고풍스러운', '이국적', '웅장한', '옛모습', '고즈넉한', '시장', '문화골목', '박물관', '근대화골목', '근대골목', '나들이', '스템프투어', '유물', '데이트', '촬영지']"
해신당공원,강원 삼척시 원덕읍 삼척로 1852-6 해신당공원,37.2679859,129.3273488,4.22,"['포근한', '재미있는', '웅장한', '옛모습', '깨끗한', '공원', '해변', '박물관', '횟집', '투명카누', '드라이브', '경치', '데이트', '힐링', '가족여행']"
집다리골자연휴양림,강원 춘천시 사북면 화악지암1길 129 집다리골자연휴양림,37.9804869,127.5780097,4.28,"['재미있는', '깨끗한', '화려한', '편안한', '웅장한', '계곡', '캠핑', '휴양림', '물놀이장', '산책', '가족여행', '경치', '힐링', '등산', '산행']"
장호해수욕장,강원 삼척시 근덕면,37.3792207,129.2258038,4.5,"['재미있는', '아담한', '깨끗한', '물회', '투명카누', '해변', '스노클링', '캠핑', '나들이', '경치', '싱싱한', '힐링', '가족여행']"
홍천은행나무숲,강원 홍천군 내면 광원리 686-4,37.8308983,128.4693298,4.83,"['낭만적인', '깨끗한', '화려한', '아담한', '운치있는', '휴양림', '전나무숲길', '은행나무길', '막국수', '공원', '드라이브', '가을여행', '단풍여행', '단풍구경', '등산']"
추암해수욕장,강원 동해시 북평동 추암해수욕장,37.4776977,129.1595109,4.83,"['아담한', '깨끗한', '화려한', '근사한', '편안한', '바다열차', '공원', '해변', '일출', '계곡', '힐링', '경치', '촬영지', '드라이브', '기차여행']"
알파카월드,강원 홍천군 화촌면 풍천리 310,37.83262,127.896583,4.36,"['분위기좋은', '조그마한', '깨끗한', '화려한', '편안한', '도시락', '동물농장', '공연', '동물원', '테마파크', '피크닉', '나들이', '동물체험', '승마체험', '휴식']"
화진포,강원 고성군 거진읍 화포리,38.4596259,128.4407382,4.15,"['깨끗한', '화려한', '둘레길', '해변', '박물관', '호수', '일몰', '경치', '유적', '드라이브', '체험관', '촬영지']"
울산바위,강원 속초시 설악산로 1091,38.1730998,128.4890543,3.83,"['재미있는', '깨끗한', '편안한', '웅장한', '신비로운', '폭포', '전망대', '케이블카', '계곡', '국립공원', '경치', '산행', '드라이브', '등산', '단풍여행']"
쏠비치 삼척 오션플레이,강원 삼척시 수로부인길 453 (주)대명레저산업 삼척지점,37.4723264,129.1647483,4.31,"['재미있는', '아담한', '깨끗한', '프라이빗', '작은규모', '워터슬라이드', '유수풀', '노천온천', '파도풀', '워터파크', '가족여행', '재방문', '힐링', '휴식', '신선한']"
구와우마을,강원 태백시 황지동,37.164372,128.951832,4.08,"['평화로운', '해바라기밭', '계곡', '물닭갈비', '식물원', '산책', '나들이', '싱싱한', '힐링', '휴식', '사진찍기']"
담터계곡,강원 철원군 동송읍 상노리,38.1567048,127.2205628,4.25,"['깨끗한', '계곡', '캠핑', '래프팅', '다슬기', '닭백숙', '가족여행', '경치', '힐링']"
화진포의성김일성별장,강원 고성군 거진읍 화진포길 280,38.4724774,128.4430193,4.57,"['아담한', '이국적', '소박하고', '옛모습', '깨끗한', '해변', '전망대', '박물관', '산림욕장', '호수', '드라이브', '경치', '싱싱한', '힐링', '촬영지']"
설악산,강원 인제군 북면 한계리,38.1227531,128.3023006,4.13,"['재미있는', '깨끗한', '화려한', '신비로운', '웅장한', '폭포', '전망대', '케이블카', '계곡', '국립공원', '경치', '산행', '가을여행', '등산', '단풍여행']"
연곡해수욕장,강원 강릉시 연곡면 동덕리 142-1,37.8581606,128.8521405,3.63,"['깨끗한', '편안한', '물회', '계곡', '해변', '캠핑', '카라반', '드라이브', '경치', '촬영지', '힐링', '가족여행']"
