address,name,keyword,latitude,longitude,areacode
경상북도 경주시 통일로 367,경상북도 산림환경연구원,"['관광', '자연', '자연관광지', '수목원']",35.8117358011,129.2388605710,경상북도
경상북도 포항시 북구 죽장면 수목원로 647,경상북도수목원,"['관광', '자연', '자연관광지', '수목원']",36.2190706552,129.2586637828,경상북도
경상북도 안동시 도산면 퇴계로 2189,경상북도 산림과학박물관,"['문화', '인문', '문화시설', '박물관']",36.7141837874,128.8236183780,경상북도
경상북도 포항시 북구 우미길 93,경상북도과학교육원,"['문화', '인문', '문화시설', '전시관']",36.0467002981,129.3523466567,경상북도
경상북도 안동시 임하면 독립기념관길 2,경상북도독립운동기념관,"['문화', '인문', '문화시설', '기념관']",36.5332245431,128.8581539245,경상북도
경상북도 구미시 금오산로 336-97,경상북도 환경연수원,"['레포츠', '레포츠', '육상 레포츠', '수련시설']",36.1196808252,128.3083810787,경상북도
